,item_id,name,types
348,57a3459f245977764a01f703,VSS/VAL Zenit B-3 ring mount,['mods']
349,57a349b2245977762b199ec7,Pumping station front door key,['keys']
350,57a9b9ce2459770ee926038d,SOK-12 rear sight,['mods']
351,57ac965c24597706be5f975c,ELCAN SpecterDR 1x/4x Scope,['mods']
352,57aca93d2459771f2c7e26db,ELCAN SpecterDR 1x/4x scope (FDE),['mods']
353,57acb6222459771ec34b5cb0,VOMZ Pilad 043-02 dovetail mount,['mods']
354,57ade1442459771557167e15,Armacon Baskak stock,['mods']
355,57adff4f24597737f373b6e6,SIG Sauer BRAVO4 4X30 Scope,['mods']
356,57ae0171245977343c27bfcf,BelOMO PK-06 reflex sight,['mods']
357,57af48872459771f0b2ebf11,Hogue OverMolded Rubber Grip (FDE),['mods']
358,57c44b372459772d2b39b8ce,AS VAL 9x39 special assault rifle,"['gun', 'wearable']"
359,57c44dd02459772d2e0ae249,AS VAL 9x39 integral barrel-suppressor,"['mods', 'suppressor']"
360,57c44e7b2459772d28133248,AS VAL rear sight,['mods']
361,57c44f4f2459772d2c627113,AS VAL dust cover,['mods']
362,57c44fa82459772d2d75e415,AS VAL pistol grip,"['mods', 'pistolGrip']"
363,57c450252459772d28133253,AS VAL skeleton stock,['mods']
364,57c55efc2459772d2c6271e7,Hogue OverMolded Rubber Grip (Black),['mods']
365,57c55f092459772d291a8463,Hogue OverMolded Rubber Grip (Ghillie Earth),['mods']
366,57c55f112459772d28133310,Hogue OverMolded Rubber Grip (Ghillie Green),['mods']
367,57c55f172459772d27602381,Hogue OverMolded Rubber Grip (Olive Drab),['mods']
368,57c5ac0824597754771e88a9,March Tactical 3-24x42 FFP optical scope,['mods']
369,57c69dd424597774c03b7bbc,30mm Scope mount,['mods']
370,57c9a89124597704ee6faec1,P226 Combat pistol grip (FDE),"['mods', 'pistolGrip']"
371,57cd379a24597778e7682ecf,Kiba Arms Tactical Tomahawk,['wearable']
372,57cff947245977638e6f2a19,AK Magpul MOE AKM handguard (Black),['mods']
373,57cffb66245977632f391a99,Magpul M-LOK AFG tactical foregrip (Black),['mods']
374,57cffcd624597763133760c5,Magpul M-LOK AFG tactical foregrip (FDE),['mods']
375,57cffcdd24597763f5110006,Magpul M-LOK AFG tactical foregrip (Olive Drab),['mods']
376,57cffce524597763b31685d8,Magpul M-LOK AFG tactical foregrip (Stealth Gray),['mods']
377,57cffd8224597763b03fc609,AK Magpul MOE AKM handguard (FDE),['mods']
378,57cffddc24597763133760c6,AK Magpul MOE AKM handguard (Olive Drab),['mods']
379,57cffe0024597763b03fc60b,AK Magpul MOE AKM handguard (Plum),['mods']
380,57cffe20245977632f391a9d,AK Magpul MOE AKM handguard (Stealth Gray),['mods']
381,57d14d2524597714373db789,"PP-91 ""Kedr"" 9x18PM submachine gun","['gun', 'wearable']"
382,57d14e1724597714010c3f4b,"PP-91 ""Kedr"" 9x18PM 20-round magazine",['mods']
383,57d1519e24597714373db79d,"PP-91 ""Kedr"" 9x18PM 30-round magazine",['mods']
384,57d152ec245977144076ccdf,"PP-91 ""Kedr"" polymer pistol grip","['mods', 'pistolGrip']"
385,57d17c5e2459775a5c57d17d,Ultrafire WF-501B flashlight,['mods']
386,57d17e212459775a1179a0f5,25mm ring mount,['mods']
387,57da93632459771cb65bf83f,KAC QDSS NT-4 5.56x45 sound suppressor (Black),"['mods', 'suppressor']"
388,57dbb57e2459774673234890,KAC QDSS NT-4 5.56x45 sound suppressor (FDE),"['mods', 'suppressor']"
389,57dc2fa62459775949412633,Kalashnikov AKS-74U 5.45x39 assault rifle,"['gun', 'wearable']"
390,57dc324a24597759501edc20,AKS-74U 5.45x39 muzzle brake (6P26 0-20),['mods']
391,57dc32dc245977596d4ef3d3,AKS-74U wooden handguard (6P26 Sb.6),['mods']
392,57dc334d245977597164366f,AKS-74U dust cover (6P26 Sb.7),['mods']
393,57dc347d245977596754e7a1,AKS-74U metal skeleton stock (6P26 Sb.5),['mods']
394,57e26ea924597715ca604a09,Bars A-2607 Damascus knife,['wearable']
395,57e26fc7245977162a14b800,Bars A-2607 95x18 knife,['wearable']
396,57e3dba62459770f0c32322b,AK bakelite pistol grip (6P4 Sb.9),"['mods', 'pistolGrip']"
397,57ee59b42459771c7b045da5,"PP-91 ""Kedr"" Rotor 43 RIS mount",['mods']
398,57f3a5ae2459772b0e0bf19e,PSO scope eyecup,['mods']
399,57f3c6bd24597738e730fa2f,"PP-91-01 ""Kedr-B"" 9x18PM submachine gun","['gun', 'wearable']"
400,57f3c7e024597738ea4ba286,"PP-91-01 ""Kedr-B"" muzzle thread piece",['mods']
401,57f3c8cc2459773ec4480328,"PP-91-01 ""Kedr-B"" 9x18PM sound suppressor","['mods', 'suppressor']"
402,57f4c844245977379d5c14d1,"PP-9 ""Klin"" 9x18PMM submachine gun","['gun', 'wearable']"
403,57fd23e32459772d0805bcf1,Holosun LS321 Tactical device,['mods']
404,57ffa9f4245977728561e844,AKS-74U Zenit B-11 handguard,['mods']
405,57ffaea724597779f52b3a4d,AK Zenit B-12 Mount,['mods']
406,57ffb0062459777a045af529,AKS-74U Zenit B-18 Mount,['mods']
407,57ffb0e42459777d047111c5,PBS-4 5.45x39 sound suppressor,"['mods', 'suppressor']"
408,5827272a24597748c74bdeea,SOK-12 Leapers UTG PRO MTU002 Long Top aluminum handguard,['mods']
409,58272b392459774b4c7b3ccd,SOK-12 Leapers UTG PRO MTU002 Short Top aluminum handguard,['mods']
410,58272b842459774abc128d50,SOK-12 CSS rear sight rail mount,['mods']
411,58272d7f2459774f6311ddfd,GK-02 12ga muzzle brake,['mods']
412,583990e32459771419544dd2,Kalashnikov AKS-74UN 5.45x39 assault rifle,"['gun', 'wearable']"
413,5839a40f24597726f856b511,Kalashnikov AKS-74UB 5.45x39 assault rifle,"['gun', 'wearable']"
414,5839a7742459773cf9693481,AKS-74UB dust cover,['mods']
415,58491f3324597764bc48fa02,EOTech XPS3-0 holographic sight,['mods']
416,584924ec24597768f12ae244,EOTech XPS3-2 holographic sight,['mods']
417,584984812459776a704a82a6,VOMZ Pilad P1x42 Weaver reflex sight,['mods']
418,5857a8b324597729ab0a0e7d,Secure container Beta,['noFlea']
419,5857a8bc2459772bad15db29,Secure container Gamma,['noFlea']
420,587de4282459771bca0ec90b,P226 9x19 threaded barrel,['mods']
421,587de5ba2459771c0f1e8a58,P226 thread protection cap,['mods']
422,587df3a12459772c28142567,SKS 7.62x39 10-round internal box magazine,['mods']
423,587df583245977373c4f1129,SKS 7.62x39 ProMag SKS-A5 20-round magazine,['mods']
424,587e02ff24597743df3deaeb,Simonov OP-SKS 7.62x39 carbine (Hunting Rifle Version),"['gun', 'wearable']"
425,587e0531245977466077a0f7,OP-SKS wooden stock,['mods']
426,587e08ee245977446b4410cf,OP-SKS dovetail mount,['mods']
427,588200af24597742fa221dfb,MP-153 12ga 610mm barrel,['mods']
428,588200c224597743990da9ed,MP-153 12ga 660mm barrel,['mods']
429,588200cf2459774414733d55,MP-153 12ga 710mm barrel,['mods']
430,58820d1224597753c90aeb13,12/70 lead slug,['ammo']
431,5882163224597757561aa920,MP-153 12ga 7-shell magazine,['mods']
432,5882163824597757561aa922,MP-153 12ga 6-shell magazine,['mods']
433,5882163e24597758206fee8c,MP-153 12ga 5-shell magazine,['mods']
434,588226d124597767ad33f787,Magpul AFG tactical foregrip (Black),['mods']
435,588226dd24597767ad33f789,Magpul AFG tactical foregrip (FDE),['mods']
436,588226e62459776e3e094af7,Magpul AFG tactical foregrip (Forest Green),['mods']
437,588226ef24597767af46e39c,Magpul AFG tactical foregrip (Olive Drab),['mods']
438,58864a4f2459770fcc257101,9x19mm PSO gzh,['ammo']
439,5887431f2459777e1612938f,7.62x54mm R LPS gzh,['ammo']
440,588892092459774ac91d4b11,LOBAEV Arms DVL-10 Saboteur 7.62x51 bolt-action sniper rifle,"['gun', 'wearable']"
441,5888945a2459774bf43ba385,DVL-10 7.62x51 500mm barrel,['mods']
442,5888956924597752983e182d,DVL-10 M2 7.62x51 660mm barrel,['mods']
443,5888961624597754281f93f3,Harris HBR Bipod,['mods']
444,5888976c24597754281f93f5,DVL-10 M2 handguard,['mods']
445,5888988e24597752fe43a6fa,DVL-10 7.62x51 10-round magazine,['mods']
446,5888996c24597754281f9419,DVL-10 M2 muzzle brake,['mods']
447,58889c7324597754281f9439,DVL-10 muzzle device,['mods']
448,58889d0c2459775bc215d981,LOBAEV Arms stock,['mods']
449,588b56d02459771481110ae2,AR-15 Daniel Defense RIS II 9.5 handguard,['mods']
450,58948c8e86f77409493f7266,SIG MPX 9x19 submachine gun,"['gun', 'wearable']"
451,58949dea86f77409483e16a8,MPX A2 9x19 flash hider,['mods']
452,58949edd86f77409483e16a9,MPX double latch charging handle,['mods']
453,58949fac86f77409483e16aa,MPX single latch charging handle,['mods']
454,5894a05586f774094708ef75,MPX 9x19 30-round magazine,['mods']
455,5894a13e86f7742405482982,MPX/MCX collapsing/telescoping stock,['mods']
456,5894a2c386f77427140b8342,MPX 9x19 203mm barrel,['mods']
457,5894a42086f77426d2590762,MPX GEN1 handguard,['mods']
458,5894a51286f77426d13baf02,MPX pistol grip,"['mods', 'pistolGrip']"
459,5894a5b586f77426d2590767,MPX GEN1 9x19 upper receiver,['mods']
460,5894a73486f77426d259076c,MPX flip-up front sight,['mods']
461,5894a81786f77427140b8347,MPX flip-up rear sight,['mods']
462,58a56f8d86f774651579314c,MPX GEN1 handguard 2 inch rail,['mods']
463,58a5c12e86f7745d585a2b9e,MPX GEN1 handguard 4 inch rail,['mods']
464,58ac1bf086f77420ed183f9f,MPX/MCX retractable stock pipe adapter,['mods']
465,58aeaaa886f7744fc1560f81,MPX-SD 9x19 165mm barrel,['mods']
466,58aeac1b86f77457c419f475,MPX-SD 9x19 integrated sound suppressor,"['mods', 'suppressor']"
467,58c157be86f77403c74b2bb6,TangoDown Stubby BGV-MK46K foregrip (FDE),['mods']
468,58c157c886f774032749fb06,TangoDown Stubby BGV-MK46K foregrip (Stealth Gray),['mods']
469,58d2664f86f7747fec5834f6,DeltaPoint Cross Slot Mount base,['mods']
470,58d268fc86f774111273f8c2,Leupold DeltaPoint Reflex Sight,['mods']
471,58d2912286f7744e27117493,Magpul MOE Carbine rubber buttpad,['mods']
472,58d2946386f774496974c37e,Magpul MOE Carbine stock (FDE),['mods']
473,58d2946c86f7744e271174b5,Magpul MOE Carbine stock (Foliage Green),['mods']
474,58d2947686f774485c6a1ee5,Magpul MOE Carbine stock (Olive Drab),['mods']
475,58d2947e86f77447aa070d53,Magpul MOE Carbine stock (Stealth Gray),['mods']
476,58d399e486f77442e0016fe7,Aimpoint Micro T-1 reflex sight,['mods']
477,58d39b0386f77443380bf13c,Aimpoint Micro Spacer High,['mods']
478,58d39d3d86f77445bb794ae7,Aimpoint Micro Standard Mount,['mods']
479,58d3db5386f77426186285a0,M67 Hand grenade,"['ammo', 'grenade']"
480,58dd3ad986f77403051cba8f,7.62x51mm M80,['ammo']
481,5900b89686f7744e704a8747,Woods plan map,['barter']
482,5909e99886f7740c983b9984,USB Adapter,['barter']
483,590a358486f77429692b2790,Rechargeable battery,['barter']
484,590a373286f774287540368b,Dry fuel,['barter']
485,590a386e86f77429692b27ab,Damaged hard drive,['barter']
486,590a391c86f774385a33c404,Magnet,['barter']
487,590a3b0486f7743954552bdb,Printed circuit board,['barter']
488,590a3c0a86f774385a33c450,Spark plug,['barter']
489,590a3cd386f77436f20848cb,Energy-saving lamp,['barter']
490,590a3d9c86f774385926e510,Ultraviolet lamp,['barter']
491,590a3efd86f77437d351a25b,Gas analyzer,['barter']
492,590c2b4386f77425357b6123,Pliers,['barter']
493,590c2c9c86f774245b1f03f2,Construction measuring tape,['barter']
494,590c2d8786f774245b1f03f3,Screwdriver,['barter']
495,590c2e1186f77425357b6124,Toolset,['barter']
496,590c311186f77424d1667482,Wrench,['barter']
497,590c31c586f774245e3141b2,Pack of nails,['barter']
498,590c346786f77423e50ed342,Xenomorph sealing foam,['barter']
499,590c35a486f774273531c822,Shustrilo sealing foam,['barter']
500,590c37d286f77443be3d7827,SAS drive,['barter']
501,590c392f86f77444754deb29,SSD drive,['barter']
502,590c595c86f7747884343ad7,Gas mask air filter,['barter']
503,590c5a7286f7747884343aea,"Gunpowder ""Kite""",['barter']
504,590c5bbd86f774785762df04,WD-40 (100ml),['barter']
505,590c5c9f86f77477c91c36e7,WD-40 (400ml),['barter']
506,590c5d4b86f774784e1b9c45,Iskra ration pack,['provisions']
507,590c5f0d86f77413997acfab,MRE ration pack,['provisions']
508,590c60fc86f77412b13fddcf,Documents case,"['barter', 'markedOnly']"
509,590c621186f774138d11ea29,Secure Flash drive,['barter']
510,590c639286f774151567fa95,Tech manual,['barter']
511,590c645c86f77412b01304d9,Diary,['barter']
512,590c651286f7741e566b6461,Slim diary,['barter']
513,590c657e86f77412b013051d,Grizzly medical kit,['provisions']
514,590c661e86f7741e566b646a,Car first aid kit,['provisions']
515,590c678286f77426c9660122,IFAK individual first aid kit,['provisions']
516,590c695186f7741e566b64a2,Augmentin antibiotic pills,['provisions']
517,590de4a286f77423d9312a32,Autokey,"['disabled', 'noFlea']"
518,590de71386f774347051a052,Antique teapot,['barter']
519,590de7e986f7741b096e5f32,Antique vase,['barter']
520,591094e086f7747caa7bb2ef,Armor repair,"['disabled', 'noFlea']"
521,5910959486f7747d96753485,Knife repair,"['disabled', 'noFlea']"
522,5910968f86f77425cf569c32,Weap repair,"['disabled', 'noFlea']"
523,5913611c86f77479e0084092,Trailer park portable cabin key,['keys']
524,5913651986f774432f15d132,VAZ car key,['keys']
525,59136a4486f774447a1ed172,Dorm guard desk key,['keys']
526,59136e1e86f774432f15d133,Dorm room 110 key,['keys']
527,59136f6f86f774447a1ed173,Folding car key,['keys']
528,591382d986f774465a6413a7,Dorm room 105 key,['keys']
529,591383f186f7744a4c5edcf3,Dorm room 104 key,['keys']
530,5913877a86f774432f15d444,Gas station storage room key,['keys']
531,5913915886f774123603c392,Military checkpoint key,['keys']
532,5914578086f774123569ffa4,Dorm room 108 key,['keys']
533,59148c8a86f774197930e983,Dorm room 204 key,['keys']
534,59148f8286f7741b951ea113,Weapon safe key,['keys']
535,591ae8f986f77406f854be45,Yotota car key,['keys']
536,591aef7986f774139d495f03,TROY M7A1 PDW stock (Black),['mods']
537,591af10186f774139d495f0e,TROY M7A1 PDW stock (FDE),['mods']
538,591af28e86f77414a27a9e1d,Viking Tactics UVG tactical foregrip,['mods']
539,591afe0186f77431bd616a11,ZB-014 key,['keys']
540,591c4e1186f77410354b316e,Axion Kobra sight shade,['mods']
541,591c4efa86f7741030027726,Axion Kobra EKP-8-18 reflex sight,['mods']
542,591ee00d86f774592f7b841e,Axion Kobra dovetail mount,['mods']
543,5926bb2186f7744b1c6c6e60,HK MP5 9x19 submachine gun (Navy 3 Round Burst),"['gun', 'wearable']"
544,5926c0df86f77462f647f764,HK MP5 9x19 upper receiver,['mods']
545,5926c32286f774616e42de99,HK MP5 cocking handle,['mods']
546,5926c36d86f77467a92a8629,HK MP5 Wide Tropical polymer handguard,['mods']
547,5926c3b286f774640d189b6b,HK MP5 9x19 30-round magazine,['mods']
548,5926d2be86f774134d668e4e,HK MP5 Drum rear sight,['mods']
549,5926d33d86f77410de68ebc0,HK MP5SD 9x19 sound suppressor,"['mods', 'suppressor']"
550,5926d3c686f77410de68ebc8,HK MP5 A2 stock,['mods']
551,5926d40686f7740f152b6b7e,HK MP5 A3 old model stock,['mods']
552,5926dad986f7741f82604363,HK MP5 MFI HK universal low profile scope mount,['mods']
553,5926e16e86f7742f5a0f7ecb,HK MP5 3-lug thread protector,['mods']
554,5926f2e086f7745aae644231,HK MP5SD 9x19 upper receiver,['mods']
555,5926f34786f77469195bfe92,HK MP5SD polymer handguard,['mods']
556,5929a2a086f7744f4b234d43,UMTBS 6sh112 Scout-Sniper,"['rig', 'wearable']"
557,592c2d1a86f7746dbe2af32a,ANA Tactical Alpha chest rig,"['rig', 'wearable']"
558,5937ee6486f77408994ba448,Machinery key,['keys']
559,5938144586f77473c2087145,Portable bunkhouse key,['keys']
560,5938504186f7740991483f30,Dorm room 203 key,['keys']
561,593858c486f774253a24cb52,Pumping station back door key,['keys']
562,5938603e86f77435642354f4,Dorm room 206 key,['keys']
563,59387a4986f77401cc236e62,Dorm room 114 key,['keys']
564,5938994586f774523a425196,Dorm room 103 key,['keys']
565,593962ca86f774068014d9af,Unknown key,['keys']
566,593aa4be86f77457f56379f8,Dorm room 303 key,['keys']
567,593d1fa786f7746da62d61ac,SKS Leapers UTG SOCOM rail mount,['mods']
568,593d489686f7745c6255d58a,AKM Hexagon 7.62x39 sound suppressor,"['mods', 'suppressor']"
569,593d490386f7745ee97a1555,SKS Hexagon 7.62x39 sound suppressor,"['mods', 'suppressor']"
570,593d493f86f7745e6b2ceb22,AK-74 Hexagon 5.45x39 sound suppressor,"['mods', 'suppressor']"
571,5943ee5a86f77413872d25ec,PWS CQB 5.56x45 muzzle brake,['mods']
572,5943eeeb86f77412d6384f6b,PWS CQB 74 5.45x39 muzzle brake,['mods']
573,5947c73886f7747701588af5,MFT BUS Stock,['mods']
574,5947db3f86f77447880cf76f,Axion Kobra EKP-8-02 reflex sight (dovetail),['mods']
575,5947e98b86f774778f1448bc,Magpul UBR GEN2 stock (Black),['mods']
576,5947eab886f77475961d96c5,Magpul UBR GEN2 stock (FDE),['mods']
577,5947f92f86f77427344a76b1,AK TAPCO SAW-Style pistol grip (Black),"['mods', 'pistolGrip']"
578,5947fa2486f77425b47c1a9b,AK TAPCO SAW-Style pistol grip (FDE),"['mods', 'pistolGrip']"
579,595cf16b86f77427440c32e2,AR-15 War Sport LVOA-S handguard (Black),['mods']
580,595cfa8b86f77427437e845b,AR-15 War Sport LVOA-C handguard (Black),['mods']
581,5991b51486f77447b112d44f,MS2000 Marker,['barter']
582,59984ab886f7743e98271174,"PP-19-01 ""Vityaz"" 9x19 submachine gun","['gun', 'wearable']"
583,59984b4286f77445bd2d4a07,PP-19-01 Polymer handguard,"['disabled', 'mods']"
584,5998517986f7746017232f7e,"PP-19-01 ""Vityaz"" pistol grip","['mods', 'pistolGrip']"
585,599851db86f77467372f0a18,"PP-19-01 ""Vityaz"" metal skeleton stock",['mods']
586,5998529a86f774647f44f421,Saiga-9 9x19 sb.7 10-round magazine,['mods']
587,5998597786f77414ea6da093,"PP-19-01 ""Vityaz"" 9x19 muzzle brake-compensator",['mods']
588,5998598e86f7740b3f498a86,Saiga-9 9x19 muzzle brake-compensator,['mods']
589,59985a6c86f77414ec448d17,"PP-19-01 ""Vityaz-SN"" dust cover",['mods']
590,59985a8086f77414ec448d1a,"PP-19-01 ""Vityaz"" dust cover",['mods']
591,599860ac86f77436b225ed1a,"PP-19-01 ""Vityaz"" 9x19 30-round magazine",['mods']
592,599860e986f7743bb57573a6,"PP-19-01 ""Vityaz"" rear sight",['mods']
593,59bfc5c886f7743bf6794e62,"PP-19-01 ""Vityaz"" 9x19 sound suppressor","['mods', 'suppressor']"
594,59bfe68886f7746004266202,AR-15 Vltor MUR-1S 5.56x45 upper receiver,['mods']
595,59bffbb386f77435b379b9c2,SilencerCo Hybrid 46 multi-caliber silencer,"['mods', 'suppressor']"
596,59bffc1f86f77435b128b872,SilencerCo Hybrid 46 Direct Thread Mount adapter,['mods']
597,59c0ec5b86f77435b128bfca,Hexagon 12K 12ga sound suppressor,"['mods', 'suppressor']"
598,59c1383d86f774290a37e0ca,5.56x45 Magpul PMAG D-60 STANAG 60-round magazine,"['mods', 'noFlea']"
599,59c63b4486f7747afb151c1c,HK MP5SD B&T tri-rail ring mount,['mods']
600,59c6633186f7740cf0493bb9,AK-74 gas tube (6P20 Sb.1-2),['mods']
601,59ccd11386f77428f24a488f,"PP-19-01 ""Vityaz"" gas tube",['mods']
602,59ccfdba86f7747f2109a587,AK UltiMAK M1-B gas tube & handguard,['mods']
603,59d36a0086f7747e673f3946,AKS-74U gas tube (6P26 Sb.1-2),['mods']
604,59d6088586f774275f37482f,Kalashnikov AKM 7.62x39 assault rifle,"['gun', 'wearable']"
605,59d625f086f774661516605d,AK 7.62x39 30-round magazine (issued '55 or later),['mods']
606,59d6272486f77466146386ff,AK 7.62x39 Magpul PMAG 30 GEN M3 30-round magazine,['mods']
607,59d64ec286f774171d1e0a42,AKM gas tube (6P1 Sb.1-2),['mods']
608,59d64f2f86f77417193ef8b3,AKM wooden handguard (6P1 Sb.6-1),['mods']
609,59d64fc686f774171b243fe2,AKM 7.62x39 muzzle brake-compensator (6P1 0-14),['mods']
610,59d6507c86f7741b846413a2,AKM dust cover (6P1 0-1),['mods']
611,59d650cf86f7741b846413a4,AKM rear sight (6P1 Sb.2-1),['mods']
612,59d6514b86f774171a068a08,AKM wooden stock (6P1 Sb.5),['mods']
613,59d790f486f77403cb06aec6,Armytek Predator Pro v3 XHP35 HI flashlight,['mods']
614,59db3a1d86f77429e05b4e92,AR-15 Naroh Arms GRAL-S pistol grip,"['mods', 'pistolGrip']"
615,59db3acc86f7742a2c4ab912,AR-15 Stark AR Rifle grip (Black),['mods']
616,59db3b0886f77429d72fb895,AR-15 Stark AR rifle grip (FDE),['mods']
617,59db794186f77448bc595262,Secure container Epsilon,['noFlea']
618,59db7e1086f77448be30ddf3,Trijicon ACOG 3.5x35 scope,['mods']
619,59db7eed86f77461f8380365,Trijicon TA51 sight mount,['mods']
620,59e0bdb186f774156f04ce82,Vltor CASV KeyMod 2 inch rail,['mods']
621,59e0be5d86f7742d48765bd2,Vltor CASV KeyMod 4 inch rail,['mods']
622,59e0bed186f774156f04ce84,Vltor CASV KeyMod 6 inch rail,['mods']
623,59e0d99486f7744a32234762,7.62x39mm BP gzh,"['ammo', 'noFlea']"
624,59e3556c86f7741776641ac2,Ox bleach,['barter']
625,59e3577886f774176a362503,Pack of sugar,['provisions']
626,59e358a886f7741776641ac3,Clin window cleaner,['barter']
627,59e3596386f774176c10a2a2,PAID AntiRoach spray,['barter']
628,59e35abd86f7741778269d82,Pack of sodium bicarbonate,['barter']
629,59e35cbb86f7741778269d83,Corrugated hose,['barter']
630,59e35de086f7741778269d84,Electric drill,['barter']
631,59e35ef086f7741777737012,Pack of screws,['barter']
632,59e3606886f77417674759a5,Bottle of saline solution,['barter']
633,59e361e886f774176c10a2a5,Bottle of hydrogen peroxide,['barter']
634,59e3639286f7741777737013,Bronze lion,['barter']
635,59e3647686f774176a362507,Wooden clock,['barter']
636,59e3658a86f7741776641ac4,Cat figurine,['barter']
637,59e366c186f7741778269d85,Plexiglass piece,['barter']
638,59e36c6f86f774176c10a2a7,Power cord,['barter']
639,59e4cf5286f7741778269d8a,7.62x39mm T-45M1 gzh,['ammo']
640,59e4d24686f7741776641ac7,7.62x39mm US gzh,['ammo']
641,59e4d3d286f774176a36250a,7.62x39mm HP,['ammo']
642,59e5d83b86f7745aed03d262,AK 7.62x39 ribbed metal 10-round magazine,['mods']
643,59e5f5a486f7746c530b3ce2,AK 7.62x39 Molot 40-round magazine (6P2.Sb-11),['mods']
644,59e6152586f77473dc057aa1,"Molot VPO-136 ""Vepr-KM"" 7.62x39 carbine","['gun', 'wearable']"
645,59e61eb386f77440d64f5daf,"VPO-136 ""Vepr-KM"" 7.62x39 muzzle brake & compensator",['mods']
646,59e6227d86f77440d64f5dc2,"VPO-136 ""Vepr-KM"" wooden stock",['mods']
647,59e6284f86f77440d569536f,"VPO-136 ""Vepr-KM"" wooden handguard",['mods']
648,59e62cc886f77440d40b52a1,AKM bakelite pistol grip,"['mods', 'pistolGrip']"
649,59e6318286f77444dd62c4cc,AK bakelite pistol grip,"['mods', 'pistolGrip']"
650,59e6449086f7746c9f75e822,Molot AKM-type dust cover,['mods']
651,59e649f986f77411d949b246,Molot AKM-type gas tube,['mods']
652,59e6542b86f77411dc52a77a,.366 TKM FMJ,['ammo']
653,59e655cb86f77411dc52a77b,.366 TKM EKO,['ammo']
654,59e6658b86f77411d949b250,.366 TKM Geksa,['ammo']
655,59e6687d86f77411d949b251,Molot VPO-209 .366 TKM carbine,"['gun', 'wearable']"
656,59e68f6f86f7746c9f75e846,5.56x45mm M856,['ammo']
657,59e6906286f7746c9f75e847,5.56x45mm M856A1,"['ammo', 'noFlea']"
658,59e690b686f7746c9f75e848,5.56x45mm M995,"['ammo', 'noFlea']"
659,59e6918f86f7746c9f75e849,5.56x45mm MK 255 Mod 0 (RRLP),['ammo']
660,59e6920f86f77411d82aa167,5.56x45mm FMJ,['ammo']
661,59e6927d86f77411da468256,5.56x45mm HP,['ammo']
662,59e7635f86f7742cbf2c1095,BNTI Module-3M body armor,"['armor', 'wearable']"
663,59e763f286f7742ee57895da,Pilgrim tourist backpack,"['backpack', 'noFlea', 'wearable']"
664,59e7643b86f7742cbf2c109a,WARTECH TV-109 + TV-106 chest rig,"['rig', 'wearable']"
665,59e7708286f7742cbd762753,Ushanka ear flap hat,['wearable']
666,59e770b986f7742cbd762754,Anti-fragmentation glasses,"['glasses', 'wearable']"
667,59e770f986f7742cbe3164ef,Army cap,['wearable']
668,59e7711e86f7746cae05fbe1,Kolpak-1S riot helmet,"['helmet', 'wearable']"
669,59e7715586f7742ee5789605,Respirator,['wearable']
670,59e77a2386f7742ee578960a,7.62x54mm R PS gzh,['ammo']
671,59e8977386f77415a553c453,VPO-209 rear sight,['mods']
672,59e898ee86f77427614bd225,VPO-209 wooden handguard,['mods']
673,59e89d0986f77427600d226e,VPO-209 wooden stock,['mods']
674,59e8a00d86f7742ad93b569c,VPO-209 thread protector,['mods']
675,59eb7ebe86f7740b373438ce,VSS/VAL TOZ 6P29M mount,['mods']
676,59ecc28286f7746d7a68aa8c,AKS-74/AKS-74U Zenit PT Lock,['mods']
677,59ecc3dd86f7746dc827481c,"AK Zenit PT-3 ""Klassika"" stock",['mods']
678,59ef13ca86f77445fd0e2483,Jack-o'-lantern tactical pumpkin helmet,"['helmet', 'wearable']"
679,59f32bb586f774757e1e8442,Dogtag BEAR,['noFlea']
680,59f32c3b86f77472a31742f0,Dogtag USEC,['noFlea']
681,59f8a37386f7747af3328f06,Fortis Shift tactical foregrip,['mods']
682,59f98b4986f7746f546d2cef,Serdyukov SR-1MP Gyurza 9x21 pistol,"['gun', 'wearable']"
683,59f99a7d86f7745b134aa97b,SR-1MP 9x21 18-round magazine,['mods']
684,59f9cabd86f7743a10721f46,Saiga-9 9x19 carbine,"['gun', 'wearable']"
685,59f9d81586f7744c7506ee62,Vortex Razor AMG UH-1 holographic sight,['mods']
686,59faf7ca86f7740dbe19f6c2,Roler Submariner gold wrist watch,['barter']
687,59faf98186f774067b6be103,Alkaline cleaner for heat exchangers,['barter']
688,59fafb5d86f774067a6f2084,5L propane tank,['barter']
689,59fafc5086f7740dbe19f6c3,"AK 7.62x39 US Palm ""AK30"" 30-round magazine (Black)",['mods']
690,59fafc9386f774067d462453,"AK 7.62x39 US Palm ""AK30"" 30-round magazine (FDE)",['mods']
691,59fafd4b86f7745ca07e1232,Key tool,"['barter', 'markedOnly']"
692,59faff1d86f7746c51718c9c,Physical bitcoin,"['barter', 'noFlea']"
693,59fb016586f7746d0d4b423a,Money case,"['barter', 'markedOnly']"
694,59fb023c86f7746d0d4b423c,Weapon case,"['barter', 'markedOnly']"
695,59fb042886f7746c5005a7b2,Item case,"['barter', 'markedOnly']"
696,59fb137a86f7740adb646af1,Tromix Monster Claw 12ga muzzle brake,['mods']
697,59fb257e86f7742981561852,Zenit DTK-4M 7.62x39 muzzle brake-compensator,['mods']
698,59fb375986f7741b681b81a6,AK Krebs Custom UFM KeyMod handguard,['mods']
699,59fc48e086f77463b1118392,Magpul RVG foregrip (Black),['mods']
